iter	Passed	Remaining
398	98909	148983
399	99144	148716
400	99412	148498
401	99691	148297
402	99998	148136
403	100281	147939
404	100538	147704
405	100856	147559
406	101156	147385
407	101423	147163
408	101695	146948
409	101980	146751
410	102263	146552
411	102570	146386
412	102853	146187
413	103131	145979
414	103389	145741
415	103668	145535
416	103959	145343
417	104234	145130
418	104483	144880
419	104738	144638
420	104984	144385
421	105234	144136
422	105459	143853
423	105671	143553
424	105880	143250
425	106102	142964
426	106389	142765
427	106656	142541
428	106919	142309
429	107218	142126
430	107658	142128
431	107943	141925
432	108201	141686
433	108425	141403
434	108690	141172
435	108948	140932
436	109203	140690
437	109459	140448
438	109723	140215
439	109992	139989
440	110251	139752
441	110546	139558
442	110812	139328
443	111055	139069
444	111318	138836
445	111585	138606
446	111854	138379
447	112139	138172
448	112430	137970
449	112687	137729
450	112955	137500
451	113226	137274
452	113498	137050
453	113746	136796
454	114017	136570
455	114213	136255
456	114434	135969
457	114702	135739
458	114937	135471
459	115153	135180
460	115350	134867
461	115615	134633
462	115872	134392
463	116100	134116
464	116349	133864
465	116583	133596
466	116857	133372
467	117119	133135
468	117318	132827
469	117578	132588
470	117832	132342
471	118095	132107
472	118311	131818
473	118554	131560
474	118809	131315
475	119059	131065
476	119275	130778
477	119560	130566
478	119851	130360
479	120117	130127
480	120372	129881
481	120626	129636
482	120873	129381
483	121124	129132
484	121395	128904
485	121704	128716
486	121969	128481
487	122175	128184
488	122436	127944
489	122704	127713
490	122963	127471
491	123215	127222
492	123462	126968
493	123717	126723
494	123988	126493
495	124255	126259
496	124517	126020
497	124756	125758
498	125014	125515
499	125292	125292
500	125554	125053
501	125813	124811
502	126086	124582
503	126352	124347
504	126603	124096
505	126823	123816
506	127035	123527
507	127280	123271
508	127556	123045
509	127792	122781
510	128052	122539
511	128309	122294
512	128527	122013
513	128773	121758
514	129041	121524
515	129289	121271
516	129548	121028
517	129795	120775
518	130067	120543
519	130341	120315
520	130586	120059
521	130847	119818
522	131097	119566
523	131350	119318
524	131618	119083
525	131910	118870
526	132156	118614
527	132381	118340
528	132629	118087
529	132969	117915
530	133227	117671
531	133495	117436
532	133758	117195
533	133953	116895
534	134218	116657
535	134486	116421
536	134744	116176
537	135003	115932
538	135257	115683
539	135515	115439
540	135788	115206
541	136063	114975
542	136337	114744
543	136555	114465
544	136800	114209
545	137061	113966
546	137321	113723
547	137561	113463
548	137804	113205
549	138065	112962
550	138336	112727
551	138604	112490
552	138874	112254
553	139135	112011
554	139397	111769
555	139629	111502
556	139897	111264
557	140156	111019
558	140418	110777
559	140677	110532
560	140899	110258
561	141155	110010
562	141390	109747
563	141630	109487
564	141880	109235
565	142130	108983
566	142379	108730
567	142624	108474
568	142865	108216
569	143124	107970
570	143310	107670
571	143574	107430
572	143834	107185
573	144102	106947
574	144361	106701
575	144612	106450
576	144862	106199
577	145107	105943
578	145372	105702
579	145611	105442
580	145865	105193
581	146122	104947
582	146374	104696
583	146633	104451
584	146896	104208
585	147163	103968
586	147421	103722
587	147685	103480
588	147932	103226
589	148173	102967
590	148434	102723
591	148688	102474
592	148915	102206
593	149189	101971
594	149440	101719
595	149695	101471
596	149955	101226
597	150234	100993
598	150494	100748
599	150757	100504
600	151016	100258
601	151219	99975
602	151505	99747
603	151779	99511
604	152062	99280
605	152336	99044
606	152601	98801
607	152852	98549
608	153114	98305
609	153358	98048
610	153625	97807
611	153887	97562
612	154115	97296
613	154386	97057
614	154654	96815
615	154905	96564
616	155170	96321
617	155416	96066
618	155670	95816
619	155926	95568
620	156171	95312
621	156412	95054
622	156668	94806
623	156864	94520
624	157127	94276
625	157350	94008
626	157630	93773
627	157926	93548
628	158191	93305
629	158448	93057
630	158693	92801
631	158963	92560
632	159225	92315
633	159472	92061
634	159726	91811
635	159986	91564
636	160242	91315
637	160489	91061
638	160752	90816
639	161064	90598
640	161336	90358
641	161550	90085
642	161808	89837
643	162062	89587
644	162330	89344
645	162569	89086
646	162829	88838
647	163063	88577
648	163274	88304
649	163526	88052
650	163793	87809
651	164053	87562
652	164319	87318
653	164580	87071
654	164803	86805
655	165016	86532
656	165280	86287
657	165548	86044
658	165798	85792
659	166073	85553
660	166286	85281
661	166508	85015
662	166780	84773
663	167067	84540
664	167330	84294
665	167573	84038
666	167813	83781
667	168024	83508
668	168272	83255
669	168548	83016
670	168819	82774
671	169077	82525
672	169327	82273
673	169584	82024
674	169845	81777
675	170122	81538
676	170364	81281
677	170605	81025
678	170896	80791
679	171184	80557
680	171434	80305
681	171685	80052
682	171935	79800
683	172212	79560
684	172483	79317
685	172753	79073
686	172991	78815
687	173223	78555
688	173479	78305
689	173739	78056
690	173977	77799
691	174231	77547
692	174493	77300
693	174763	77057
694	175012	76803
695	175268	76553
696	175544	76312
697	175812	76068
698	176062	75815
699	176312	75562
700	176567	75312
701	176832	75065
702	177067	74806
703	177309	74550
704	177605	74317
705	177886	74077
706	178156	73832
707	178397	73576
708	178660	73328
709	178925	73082
710	179190	72835
711	179427	72577
712	179705	72335
713	179947	72079
714	180225	71838
715	180494	71592
716	180776	71352
717	181028	71100
718	181288	70851
719	181548	70602
720	181826	70360
721	182074	70106
722	182345	69861
723	182609	69613
724	182858	69359
725	183125	69113
726	183386	68864
727	183634	68610
728	183896	68361
729	184142	68107
730	184400	67857
731	184656	67606
732	184918	67357
733	185177	67107
734	185429	66855
735	185688	66605
736	185947	66355
737	186207	66106
738	186461	65854
739	186715	65602
740	186969	65351
741	187241	65105
742	187494	64853
743	187747	64601
744	187993	64346
745	188261	64099
746	188533	63853
747	188770	63596
748	189011	63340
749	189216	63072
750	189494	62828
751	189756	62579
752	189992	62321
753	190242	62068
754	190460	61805
755	190716	61554
756	190959	61298
757	191229	61052
758	191500	60805
759	191753	60553
760	192022	60306
761	192289	60058
762	192555	59810
763	192834	59566
764	193138	59330
765	193477	59103
766	193716	58847
767	194020	58610
768	194303	58366
769	194564	58116
770	194802	57859
771	195058	57607
772	195320	57358
773	195590	57110
774	195864	56863
775	196131	56615
776	196369	56358
777	196637	56109
778	196848	55845
779	197111	55595
780	197358	55341
781	197614	55089
782	197874	54838
783	198143	54590
784	198395	54337
785	198632	54080
786	198904	53833
787	199168	53583
788	199450	53338
789	199727	53092
790	199964	52835
791	200195	52576
792	200462	52327
793	200741	52081
794	200997	51829
795	201270	51581
796	201534	51331
797	201775	51076
798	201982	50811
799	202246	50561
800	202495	50307
801	202771	50060
802	203029	49809
803	203290	49558
804	203542	49305
805	203800	49053
806	204052	48800
807	204275	48540
808	204534	48289
809	204791	48037
810	205042	47784
811	205292	47530
812	205543	47277
813	205807	47027
814	206069	46776
815	206327	46524
816	206544	46263
817	206805	46012
818	207017	45751
819	207256	45495
820	207483	45236
821	207737	44984
822	207958	44725
823	208196	44469
824	208452	44217
825	208693	43962
826	208936	43707
827	209174	43451
828	209443	43202
829	209699	42950
830	209960	42699
831	210182	42440
832	210437	42188
833	210612	41920
834	210872	41669
835	211130	41417
836	211390	41166
837	211618	40909
838	211878	40658
839	212132	40406
840	212408	40158
841	212675	39908
842	212909	39652
843	213165	39400
844	213406	39145
845	213671	38895
846	213928	38643
847	214171	38389
848	214444	38140
849	214726	37892
850	214992	37642
851	215284	37396
852	215519	37141
853	215768	36887
854	216037	36637
855	216320	36390
856	216601	36142
857	216858	35890
858	217096	35635
859	217357	35383
860	217604	35130
861	217871	34879
862	218123	34626
863	218396	34377
864	218667	34127
865	218927	33875
866	219201	33626
867	219455	33373
868	219748	33126
869	220028	32877
870	220335	32632
871	220613	32383
872	220890	32134
873	221141	31880
874	221370	31624
875	221605	31368
876	221844	31113
877	222090	30859
878	222341	30606
879	222618	30357
880	222880	30105
881	223134	29852
882	223343	29593
883	223579	29338
884	223790	29080
885	224057	28829
886	224295	28574
887	224554	28322
888	224795	28067
889	225044	27814
890	225314	27563
891	225576	27311
892	225837	27059
893	226089	26807
894	226301	26549
895	226538	26294
896	226793	26042
897	227045	25789
898	227300	25536
899	227578	25286
900	227812	25031
901	228099	24782
902	228415	24536
903	228672	24283
904	228931	24031
905	229171	23777
906	229432	23525
907	229646	23268
908	229899	23015
909	230158	22762
910	230439	22512
911	230691	22259
912	230958	22008
913	231139	21748
914	231394	21495
915	231625	21240
916	231880	20988
917	232146	20736
918	232412	20484
919	232687	20233
920	232942	19980
921	233191	19727
922	233414	19472
923	233668	19219
924	233950	18968
925	234209	18716
926	234464	18463
927	234735	18212
928	235002	17960
929	235232	17705
930	235480	17452
931	235741	17200
932	235973	16945
933	236161	16688
934	236442	16437
935	236703	16184
936	236978	15933
937	237289	15684
938	237510	15429
939	237740	15174
940	238001	14922
941	238250	14669
942	238505	14416
943	238773	14164
944	239066	13913
945	239329	13661
946	239592	13409
947	239918	13160
948	240181	12907
949	240390	12652
950	240652	12399
951	240915	12147
952	241190	11895
953	241452	11642
954	241718	11389
955	241948	11135
956	242194	10882
957	242445	10629
958	242653	10374
959	242876	10119
960	243135	9867
961	243384	9613
962	243657	9361
963	243948	9110
964	244198	8856
965	244453	8603
966	244731	8351
967	244990	8098
968	245242	7845
969	245473	7591
970	245724	7338
971	245982	7085
972	246241	6833
973	246518	6580
974	246778	6327
975	247025	6074
976	247283	5821
977	247525	5568
978	247786	5315
979	248038	5062
980	248293	4808
981	248517	4555
982	248790	4302
983	249042	4049
984	249277	3796
985	249530	3543
986	249792	3290
987	250065	3037
988	250322	2784
989	250550	2530
990	250805	2277
991	251037	2024
992	251307	1771
993	251529	1518
994	251793	1265
995	252055	1012
996	252293	759
997	252494	506
998	252763	253
999	253028	0
